Bâki	['http://tr.wikipedia.org/wiki/Baki', 'http://tr.wikipedia.org/wiki/Bakire%20Meryem', 'http://tr.wikipedia.org/wiki/Baki%20Mercimek', 'http://tr.wikipedia.org/wiki/B%C3%A2ki%20%28%C5%9Fair%29', 'http://tr.wikipedia.org/wiki/Bakir%20Izetbegovi%C4%87', 'http://tr.wikipedia.org/wiki/B%C3%A2k%C3%AE', 'http://tr.wikipedia.org/wiki/Baki%20Tu%C4%9F', 'http://tr.wikipedia.org/wiki/Bakire', 'http://tr.wikipedia.org/wiki/B%C3%A2ki%20Asilt%C3%BCrk', 'http://tr.wikipedia.org/wiki/Baki%20S%C3%BCha%20Edibo%C4%9Flu']
Bekir Mutlu	[]
Belgin Gök	[]
Berrin Büyükçınar	[]
Bilge Özgen	[]
Bosphorus	[]
Buhurizade Mustafa Itri Efendi	[]
Canan Sezgin Geylan	[]
Caner Altınbaş	[]
Cem Karaca	['http://tr.wikipedia.org/wiki/Cem%20Karaca', 'http://tr.wikipedia.org/wiki/Cem%20Karaca%27n%C4%B1n%20Apa%C5%9Flar%2C%20Karda%C5%9Flar%2C%20Mo%C4%9Follar%20ve%20Ferdy%20Klein%27a%20Te%C5%9Fekk%C3%BCrleriyle', 'http://tr.wikipedia.org/wiki/Cem%20Karaca%20%28futbolcu%29', 'http://tr.wikipedia.org/wiki/Cem%20Karaca%20%28anlam%20ayr%C4%B1m%C4%B1%29']
Cemal Safi	['http://tr.wikipedia.org/wiki/Cemal%20Safi']
Cengiz Ercümer	[]
Cengizhan Sönmez	[]
Chorus	['http://tr.wikipedia.org/wiki/Chorus%20line']
Coşkun Sabah	['http://tr.wikipedia.org/wiki/Co%C5%9Fkun%20Sabah']
Dede Efendi	['http://tr.wikipedia.org/wiki/Dede%20Efendi']
Derya Türkan	['http://tr.wikipedia.org/wiki/Derya%20T%C3%BCrkan']
Derya Türkan, Özer Özel	[]
Dursun Karaca	[]
Elif Güreşçi Çiftçioğlu	[]
Emrullah Şengüler	[]
Erkan Yüksel	[]
Erol Sayan	['http://tr.wikipedia.org/wiki/Erol%20Sayan']
Esat Tekdal	[]
Esma Başbuğ	[]
Ethem Adnan Ergil	[]
Ethem Pertev Paşa	['http://tr.wikipedia.org/wiki/Ethem%20Pertev%20Pa%C5%9Fa']
Eyyûbî Mehmed Çelebi	[]
Faruk Salgar	[]
Fıtnat Duyar	[]
Fehmi Tokay	[]
Ferhadi	[]
Fethi Karamahmutoğlu	[]
Filiz Şatıroğlu	[]
Funda Süyür	[]
Gamze Ege Köprek	[]
Gazi Giray Han	[]
Göksel Baktagir	['http://tr.wikipedia.org/wiki/G%C3%B6ksel%20Baktagir']
Gül Yazıcı	[]
Güler Basu Şen	[]
Güzide Taranoğlu	[]
Hacı Arif Bey	['http://tr.wikipedia.org/wiki/Hac%C4%B1%20Arif%20Bey']
Hafız Hüseyin Hüsnü	[]
Hafız Kemal Bey	[]
Halil Gökkaya	[]
Halil Karaduman	[]
Halil Soyuer	[]
Halit Çelikoğlu	[]
Hasan Özdemir	['http://tr.wikipedia.org/wiki/Hasan%20%C3%96zdemir']
Hasan Lami Ergül	[]
Haydar Telhüner	[]
Hüseyin Hüsnü Üstün	[]
Hikmet Münir Ebcioğlu	[]
Kanuni Artaki Efendi	[]
Kaptanizade Ali Riza Bey	[]
Katip Çelebi	['http://tr.wikipedia.org/wiki/K%C3%A2tip%20%C3%87elebi', 'http://tr.wikipedia.org/wiki/Katip%20%C3%87elebi%20%C3%9Cniversitesi']
Kemal Şakir Yakar	[]
Kemanî Hızır Ağa	[]
Kemâl Caba	[]
Kerem Güney	['http://tr.wikipedia.org/wiki/Kerem%20G%C3%BCney']
Lavtacı Hristo Efendi	[]
Lütfiye Özer	[]
Leyla Saz	['http://tr.wikipedia.org/wiki/Leyla%20Saz%20Han%C4%B1m']
Mahmut Nedim Güntel	[]
Mahmut Oğul	[]
Mısırlı İbrahim Efendi	['http://tr.wikipedia.org/wiki/M%C4%B1s%C4%B1rl%C4%B1%20%C4%B0brahim%20Efendi']
Müzehher Yurdak	[]
Müzeyyen Senar	['http://tr.wikipedia.org/wiki/M%C3%BCzeyyen%20Senar', 'http://tr.wikipedia.org/wiki/M%C3%BCzeyyen%20Senar%20ile%20Bir%20%C3%96mre%20Bedel']
Mehmed Fahri Kopuz	[]
Mehmet Bilmez	[]
Mehmet Erbulan	[]
Mehmet Gökkaya	[]
Melda Kuyucu	[]
Metin Alkanlı	[]
Metin Everes	[]
Muharrem Naci Sayan	[]
Munip Utandı	['http://tr.wikipedia.org/wiki/M%C3%BCnip%20Utand%C4%B1']
Murat Aydemir	['http://tr.wikipedia.org/wiki/Murat%20Aydemir']
Mustafa Erses	[]
Mustafa Gülen	[]
Mustafa Nafiz Irmak	[]
Mustafa Sayan	['http://tr.wikipedia.org/wiki/Mustafa%20Sayan']
Muzaffer Özpınar	[]
Namık Kemal	['http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20Zeybek', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20Ersun', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20%C3%9Cniversitesi', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20Yolga', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20%C5%9Eent%C3%BCrk', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%2C%20%C3%9Cmraniye', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20f%C4%B1kralar%C4%B1', 'http://tr.wikipedia.org/wiki/Nam%C4%B1k%20Kemal%20%28anlam%20ayr%C4%B1m%C4%B1%29']
Nazan Sıvacı	[]
Nazif Girgin	[]
Nâhit Hilmi Özeren	['http://tr.wikipedia.org/wiki/Nahit%20Hilmi%20%C3%96zeren']
Nûman Ağa	[]
Necati Samancı	[]
Necdet Yaşar	['http://tr.wikipedia.org/wiki/Necdet%20Ya%C5%9Far']
Necdet Yaşar, Ahmet Şahin, Derya Türkan, Serdar Bişiren	[]
Necdet Yaşar, Özer Özel	[]
Necdet Yaşar, Ruhi Ayangil	[]
Necdet Yaşar, Ruhi Ayangil, Ahmet Şahin, Derya Türkan, Serdar Bişiren	[]
Necmettin Yıldırım	[]
Neyzen Aziz Dede	[]
Neyzen Sâlih Dede	[]
Nikoğos Taşcıyan	[]
Nil Burak	['http://tr.wikipedia.org/wiki/Nil%20Burak', 'http://tr.wikipedia.org/wiki/Nil%20Burak%2795%20Akdeniz%20R%C3%BCzgar%C4%B1', 'http://tr.wikipedia.org/wiki/Nil%20Burak%20%28alb%C3%BCm%29', 'http://tr.wikipedia.org/wiki/Nil%20Burak%203', 'http://tr.wikipedia.org/wiki/Nil%20Burak%20diskografisi']
Nureddin Rüştü Büngül	['http://tr.wikipedia.org/wiki/Nureddin%20R%C3%BC%C5%9Ft%C3%BC%20B%C3%BCng%C3%BCl']
Nusret Yılmaz	[]
Osman Babuşçu	[]
Osman Nihat Akın	[]
Osman Nuri Özpekel	[]
Raûf Yektâ Bey	['http://tr.wikipedia.org/wiki/Rauf%20Yekta%20Bey']
Rıfat Bey	[]
Reşat Özpirinççi	[]
Refik Fersan Bey	[]
Refik Tal'ât Alpman	[]
Ruhi Ayangil, Ahmet Şahin, Derya Türkan, Özer Özel, Serdar Bişiren	[]
Sabahattin Ali	['http://tr.wikipedia.org/wiki/Sabahattin%20Ali']
Sadık Atay	[]
Sadettin Öktenay	[]
Sadi Işılay	['http://tr.wikipedia.org/wiki/Sadi%20I%C5%9F%C4%B1lay']
Sait Büyükçınar	[]
Salih Korkmaz	[]
Sâdettin Kaynak	['http://tr.wikipedia.org/wiki/Sadettin%20Kaynak']
Sâdi Hoşses	[]
Süheyla Eren	[]
Süleyman Çelebi	['http://tr.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi', 'http://tr.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi%20%28%C5%9Fehzade%29', 'http://tr.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi%20%28siyaset%C3%A7i%29', 'http://tr.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi%20%28sendikac%C4%B1%29', 'http://tr.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi%20%28edebiyat%C3%A7%C4%B1%29']
Süleyman Taşpınarlı	[]
Seda Gülbeyaz	[]
Selahattin İnal	['http://tr.wikipedia.org/wiki/Selahattin%20%C4%B0nal', 'http://tr.wikipedia.org/wiki/Selahattin%20%C4%B0nal%20%28siyaset%C3%A7i%29', 'http://tr.wikipedia.org/wiki/Selahattin%20%C4%B0nal%20%28besteci%29']
Selami Şahin	['http://tr.wikipedia.org/wiki/Selami%20%C5%9Eahin']
Selanikli Ahmet Bey	[]
Selim Güler	['http://tr.wikipedia.org/wiki/Selim%20G%C3%BCler']
Sermet Kutluğ	[]
Seyhan Çelik	[]
Seyhan Girginer	[]
Sezen Aksu	['http://tr.wikipedia.org/wiki/Sezen%20Aksu', 'http://tr.wikipedia.org/wiki/Sezen%20Aksu%20S%C3%B6yl%C3%BCyor', 'http://tr.wikipedia.org/wiki/Sezen%20Aksu%2788', 'http://tr.wikipedia.org/wiki/Sezen%20Aksu%20diskografisi']
Suat Sayın	['http://tr.wikipedia.org/wiki/Suat%20Say%C4%B1n']
Sultan I. Mahmud	[]
Sultan III. Selim	[]
Sultan IV. Murad	[]
Tahir Mukim	[]
Tanbûrî Büyük Osman Bey	[]
Tanburi Ali Efendi	['http://tr.wikipedia.org/wiki/Tanburi%20Ali%20Efendi']
Tanburi İsak Efendi	[]
Tanburi Cemil Bey	['http://tr.wikipedia.org/wiki/Tanburi%20Cemil%20Bey']
Taner Şener	[]
Taner Demiralp	[]
Taner Sayacıoğlu	['http://tr.wikipedia.org/wiki/Taner%20Sayac%C4%B1o%C4%9Flu']
Tanju Erol	[]
Tateos Eñserciyan	[]
Tunç Kemal	[]
Turhan Öge	[]
Turhan Taşan	[]
Udi Nevres Bey	[]
Udi Yorgo Bacanos	[]
Various Artists	[]
Volkan Yılmaz	['http://tr.wikipedia.org/wiki/Volkan%20Y%C4%B1lmaz']
Yahya Berekay	[]
Yahya Geylan	[]
Yahya Kemal Beyatlı	['http://tr.wikipedia.org/wiki/Yahya%20Kemal%20Beyatl%C4%B1']
Yesârî Âsım Arsoy	['http://tr.wikipedia.org/wiki/Yesari%20As%C4%B1m%20Arsoy']
Yunus Emre	['http://tr.wikipedia.org/wiki/Yunus%20Emre', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20K%C3%BClt%C3%BCr%20Merkezi', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20Enstit%C3%BCs%C3%BC', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20%28anlam%20ayr%C4%B1m%C4%B1%29', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20Vakf%C4%B1', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20%28alb%C3%BCm%29', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20Oratoryosu', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20Ayg%C3%BCn', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20T%C3%BCrbesi', 'http://tr.wikipedia.org/wiki/Yunus%20Emre%20Bozdo%C4%9Fan']
Yurdal Tokcan	['http://tr.wikipedia.org/wiki/Yurdal%20Tokcan']
Yusuf Nalkesen	['http://tr.wikipedia.org/wiki/Yusuf%20Nalkesen']
Zülfü Livaneli	['http://tr.wikipedia.org/wiki/Z%C3%BClf%C3%BC%20Livaneli']
Zekai Süer	[]
Zekai Tunca	['http://tr.wikipedia.org/wiki/Zekai%20Tunca']
Zeki Ârif Ataergin	[]
Zeki Müren	['http://tr.wikipedia.org/wiki/Zeki%20M%C3%BCren', 'http://tr.wikipedia.org/wiki/Zeki%20M%C3%BCren%20%C4%B0le%20Ba%C5%9F%20Ba%C5%9Fa%20Radyo%20G%C3%BCnleri%202', 'http://tr.wikipedia.org/wiki/Zeki%20M%C3%BCren%20diskografisi']
Ziya Taşkent	['http://tr.wikipedia.org/wiki/Ziya%20Ta%C5%9Fkent']
Zuhal Eğilmez	[]
Zurnazenbaşı İbrahim Ağa	[]
[anonymous]	['http://tr.wikipedia.org/wiki/Anonymous%20%28m%C3%BCzik%20grubu%29']
